Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1138,0,3,110,519,1,2,0,3,4,1,11,2,2,0,2,5,4,78,27,1,1,9,7,3,0,3,4,2,3,3,1,0,620,5,0,0,586,1,4,1,4,585,0,0,441,1,0,2,0,2,1,2,3,6,2,4,1,63,1,2,324,4,4,2,170,21,0,0,0,0,3,4,4,0,4,3,8,4,196000
1139,1,3,69,360,1,2,0,3,4,0,3,2,2,0,2,4,4,24,0,1,1,11,12,3,0,3,1,0,3,3,3,1,322,5,0,158,211,1,4,1,4,365,0,0,206,0,0,1,0,3,1,3,4,0,1,2,5,58,2,2,177,4,4,2,0,0,88,0,14,0,3,4,4,0,4,1,8,4,144000
1140,0,3,31,215,1,2,3,3,0,0,12,2,2,0,2,4,6,52,1,1,1,6,6,3,0,3,4,1,3,3,2,0,434,5,0,38,237,1,4,1,4,200,0,0,87,1,0,1,0,2,1,3,2,6,0,5,5,74,2,2,382,4,4,2,0,0,0,0,0,0,3,4,4,0,5,2,0,0,139000
1141,5,3,110,584,1,2,0,3,1,0,14,4,2,0,5,4,6,77,26,1,1,9,10,1,19,3,2,1,3,3,3,0,158,5,0,249,130,1,0,1,4,302,193,0,609,1,0,2,1,4,1,2,7,6,1,4,1,62,2,2,170,4,4,2,250,81,0,0,0,0,3,4,4,0,9,3,8,4,197500
1142,5,3,48,537,1,2,3,3,4,0,5,2,2,0,5,7,4,107,57,3,1,12,13,2,217,2,4,2,0,3,1,2,537,5,0,193,541,1,0,1,4,531,398,0,837,1,0,3,0,4,1,2,9,6,1,4,3,92,1,3,431,4,4,2,64,122,0,0,0,0,3,4,4,0,3,1,6,5,424870
1143,0,3,110,409,1,2,3,3,4,0,19,2,2,0,2,4,2,60,9,1,1,13,10,3,0,3,4,1,3,3,3,2,101,5,0,445,281,1,4,1,4,245,0,0,113,0,0,1,0,3,1,3,3,6,0,5,6,97,3,0,0,5,5,2,0,14,0,0,0,0,3,4,4,0,6,2,8,4,80000
1144,14,3,31,794,1,2,3,3,4,0,7,2,2,1,0,3,3,44,0,1,1,8,8,3,0,3,1,0,2,3,3,1,135,5,0,201,70,3,1,0,0,32,9,0,74,1,0,1,0,2,1,1,3,6,0,5,5,29,2,1,36,4,4,2,0,0,0,0,0,0,3,2,4,0,6,4,8,4,80000
1145,4,4,23,145,1,2,3,3,4,0,3,2,2,0,0,4,5,32,0,1,1,8,8,3,0,3,4,0,3,3,3,5,0,5,0,605,302,1,0,1,4,268,66,0,448,0,0,1,0,3,1,3,6,6,1,2,5,16,2,1,15,4,4,2,0,0,0,0,0,0,3,4,4,0,7,0,8,3,149000
1146,0,3,110,691,1,2,3,3,4,0,20,2,2,0,2,5,4,86,35,1,1,13,15,1,45,2,4,1,2,3,3,2,568,5,0,12,462,1,4,1,4,449,0,0,279,1,0,2,0,3,1,2,3,6,1,4,1,71,2,2,103,4,4,2,95,16,0,0,0,0,3,4,4,0,4,0,8,4,180000
1147,6,3,46,775,1,2,3,0,4,0,6,2,2,0,5,6,6,44,0,1,1,8,8,3,0,3,4,1,3,3,3,4,95,5,0,274,86,1,0,1,4,137,150,0,439,0,0,1,1,3,1,1,5,6,1,2,1,29,2,1,18,4,4,2,0,0,0,0,0,0,3,4,4,0,6,3,8,4,174500
1148,4,4,110,124,1,2,3,3,4,0,17,2,2,0,0,6,6,30,0,1,1,13,14,3,0,3,4,2,3,3,3,5,0,5,0,367,37,1,4,1,4,13,67,0,166,0,0,1,0,2,1,3,3,6,1,2,5,68,2,1,43,4,4,2,0,0,69,0,0,0,3,4,4,0,7,2,8,4,116900
1149,6,4,21,409,1,2,3,3,4,0,17,0,2,0,5,6,8,24,38,3,1,12,13,3,0,3,2,2,3,3,3,0,309,5,0,4,60,1,0,1,4,119,120,0,386,0,1,1,0,3,1,3,5,6,0,5,5,18,2,2,64,4,4,2,0,0,0,0,0,0,3,4,4,0,6,3,8,4,143000
1150,0,3,28,310,1,2,0,3,4,0,12,2,2,0,2,5,4,51,0,1,1,3,3,3,0,3,4,1,3,3,3,5,0,5,0,562,223,1,0,1,0,187,0,0,78,0,0,1,0,2,1,2,2,6,1,2,1,36,2,1,55,4,4,2,0,0,87,0,0,0,3,0,4,0,10,1,8,4,124000
1151,0,3,95,1007,1,2,3,3,4,0,7,2,2,0,2,4,3,60,9,1,1,6,10,1,81,3,4,1,3,3,3,1,45,5,0,678,541,1,4,1,4,531,0,0,372,0,0,1,1,3,1,1,4,6,2,2,1,45,0,2,205,4,4,2,0,119,0,0,9,0,3,4,4,0,10,0,8,4,149900
1152,0,3,61,915,1,2,0,3,4,0,6,2,2,0,2,5,6,57,54,1,1,10,11,3,0,3,4,2,3,3,3,0,105,2,102,131,322,1,0,1,4,682,0,0,583,0,0,1,0,2,1,0,4,6,1,2,1,42,0,2,156,4,4,2,0,0,110,0,0,0,3,4,4,0,6,0,8,0,230000
1153,1,4,110,132,1,2,3,3,0,0,9,2,2,0,2,5,7,34,57,1,1,13,14,3,0,2,2,0,3,3,0,0,253,5,0,163,155,1,0,1,4,110,0,0,35,0,0,1,0,2,1,3,3,6,0,5,5,88,2,1,125,4,4,2,0,0,31,0,0,0,3,4,4,0,5,2,8,4,120500
1154,5,3,110,898,1,2,0,3,4,0,12,2,2,0,5,6,5,66,38,1,1,12,13,2,188,3,4,1,3,3,1,0,206,5,0,258,185,1,4,1,4,165,273,0,586,0,0,1,2,4,1,2,6,6,2,2,1,51,2,2,174,4,4,2,23,70,0,0,63,0,3,0,4,0,4,2,8,4,201800
1155,0,3,61,644,1,2,0,3,0,0,24,2,2,0,2,4,7,77,54,1,1,9,10,3,0,2,2,1,2,3,1,0,540,5,0,165,530,1,4,1,4,519,0,0,360,1,0,2,0,3,1,2,4,6,1,1,1,62,1,2,205,4,4,2,0,11,0,0,37,0,3,4,4,0,6,1,8,4,218000
1156,8,3,56,460,1,2,3,3,4,0,12,2,2,0,7,4,7,66,49,1,1,3,3,3,0,3,2,2,3,3,1,0,315,5,0,374,413,1,2,1,4,429,0,0,261,0,1,2,0,3,1,2,4,6,1,2,1,51,1,2,184,4,4,2,0,77,0,2,0,0,3,2,4,0,9,2,8,4,179900
1157,11,3,5,96,1,2,0,3,4,0,16,2,2,3,2,6,4,108,58,1,1,12,13,2,108,2,4,2,2,3,3,2,456,5,0,258,471,1,0,1,4,458,0,0,287,1,0,2,0,2,1,2,4,6,1,2,1,94,1,2,276,4,4,2,101,50,0,0,0,0,3,4,4,0,6,3,8,4,230000
1158,0,3,63,770,1,2,3,3,2,0,21,1,2,0,2,7,4,108,58,1,1,12,13,2,123,2,4,2,2,3,3,5,0,5,0,738,593,1,0,1,4,594,0,0,451,0,0,2,0,3,1,2,5,6,0,5,1,94,1,3,375,4,4,2,0,14,0,0,0,0,3,4,4,0,5,2,3,5,235128
1159,5,3,47,424,1,2,3,3,4,0,14,2,2,0,5,5,5,75,24,3,1,6,6,1,177,2,4,1,3,3,3,0,200,5,0,294,204,1,4,1,4,194,281,0,612,0,0,2,1,4,1,2,6,6,1,4,1,60,1,2,214,2,4,2,0,57,0,0,0,0,3,4,4,0,6,2,8,4,185000
1160,12,3,1,20,1,2,3,3,4,0,13,2,2,3,5,5,4,79,28,1,1,9,2,3,0,3,4,1,2,3,3,0,115,5,0,349,178,1,1,1,4,133,100,0,368,0,0,2,1,3,1,3,5,6,1,4,1,64,2,2,133,4,4,2,3,0,0,0,0,0,3,4,4,0,6,4,8,4,146000
1161,0,3,110,944,1,2,0,2,1,0,6,4,2,0,2,5,6,55,56,3,1,6,6,1,37,2,4,1,3,3,3,1,370,5,0,364,460,1,0,1,4,619,0,0,485,1,0,1,0,3,1,2,5,6,1,2,5,79,2,2,419,4,4,2,51,0,0,12,0,0,3,4,4,0,10,2,8,4,224000
1162,0,3,80,358,1,2,3,3,4,0,19,2,2,0,2,4,4,69,18,1,1,12,13,3,0,3,4,1,2,3,3,1,225,5,0,251,201,1,2,1,4,159,0,0,61,0,0,1,0,3,1,3,3,6,1,3,1,54,0,2,139,4,4,2,0,0,0,0,0,0,3,4,4,0,4,1,8,4,129000
1163,10,3,31,849,1,2,3,3,4,0,19,1,2,2,6,3,3,70,19,1,1,9,10,3,0,3,4,1,2,3,0,2,552,5,0,0,399,1,4,1,4,424,0,0,257,2,0,0,2,0,2,3,4,6,0,5,4,55,2,2,101,1,4,2,59,0,0,0,0,0,3,4,4,0,0,2,8,2,108959
1164,8,3,110,975,1,2,0,3,2,0,24,1,2,0,7,4,6,79,28,1,1,9,10,3,0,3,4,2,2,3,1,0,344,4,75,171,490,1,0,1,4,516,0,0,357,1,0,1,1,2,1,2,3,6,1,4,1,64,2,2,246,4,4,2,97,143,0,0,0,0,3,4,4,0,5,1,8,4,194000
1165,0,3,50,486,1,2,0,3,4,0,16,2,2,0,2,6,4,110,59,1,1,12,13,2,176,2,4,2,2,3,3,5,0,5,0,728,563,1,0,1,4,550,0,0,398,0,0,2,0,3,1,2,5,6,0,5,1,95,1,2,285,4,4,2,0,96,0,0,0,0,3,4,4,0,8,3,6,5,233170
1166,0,3,35,607,1,2,0,3,0,0,5,2,2,0,2,7,4,109,58,1,1,12,13,2,37,2,4,2,2,3,0,5,0,5,0,756,635,1,0,1,4,644,0,0,520,0,0,2,0,3,1,2,5,6,0,5,1,94,1,3,352,4,4,2,91,22,0,0,0,0,3,4,4,0,1,4,8,4,245350
1167,5,3,29,655,1,2,0,3,4,0,8,6,2,0,5,5,4,101,50,1,1,12,13,3,0,3,4,2,2,3,3,2,403,5,0,91,243,1,0,1,4,206,155,0,505,1,0,2,1,3,1,3,5,6,1,4,1,86,0,2,158,4,4,2,0,26,0,0,0,0,3,4,4,0,1,0,8,4,173000
1168,6,3,88,901,1,2,3,3,0,0,7,2,2,0,5,5,6,38,36,3,1,11,12,3,0,3,4,1,3,3,3,4,311,5,0,324,359,1,0,1,4,410,243,0,706,0,0,2,0,4,1,2,5,6,2,4,2,23,2,2,214,4,4,2,0,0,0,0,6,0,3,4,4,0,6,2,8,4,235000
1169,5,3,87,1056,1,2,0,3,1,0,15,2,2,0,5,9,4,96,46,3,1,6,6,1,325,2,2,2,0,3,1,2,597,5,0,348,682,1,0,1,4,686,413,0,856,1,0,3,1,4,1,2,8,6,1,4,1,81,0,3,364,4,4,2,220,63,0,0,0,0,3,4,4,0,6,0,8,4,625000
1170,8,3,47,528,1,2,3,3,4,0,11,2,2,0,7,5,5,78,27,1,1,9,10,3,0,3,4,1,3,3,0,0,244,5,0,368,337,1,4,1,4,325,0,0,172,1,0,1,0,3,1,3,4,6,1,3,1,63,0,1,78,4,4,2,128,0,0,0,0,5,2,0,4,0,6,2,8,4,171000
1171,0,3,47,424,1,2,3,3,4,0,12,2,2,0,2,5,5,59,8,3,1,8,8,3,0,3,4,1,3,3,3,0,334,5,0,381,440,1,0,1,4,426,0,0,258,1,0,1,0,3,1,3,4,6,1,4,1,44,1,2,126,4,4,2,0,0,0,0,66,0,3,4,2,15,10,2,8,4,163000
1172,12,1,6,63,1,1,0,3,4,0,21,2,2,4,5,6,4,107,57,1,1,8,8,3,0,2,4,2,2,3,3,5,0,5,0,394,51,1,0,1,4,23,108,0,252,0,0,2,1,2,1,2,3,6,0,5,5,92,0,2,275,4,4,2,0,42,0,0,0,0,3,4,4,0,2,2,8,4,171900
1173,4,3,97,1011,1,2,0,0,4,0,4,2,2,0,0,4,5,47,44,1,1,8,8,3,0,3,4,1,3,3,3,4,38,1,86,583,601,1,4,1,4,618,291,17,844,0,0,3,0,3,1,0,10,0,1,2,6,97,3,0,0,5,5,2,61,0,0,0,0,0,3,2,4,0,2,1,8,4,200500
1174,6,3,51,986,1,2,0,3,4,0,6,2,2,0,5,5,7,36,0,1,1,13,14,3,0,3,4,0,2,3,3,4,230,5,0,288,237,1,4,1,4,367,360,0,769,0,0,2,1,4,1,3,7,6,1,2,5,20,2,2,79,4,4,2,0,0,0,0,0,0,3,4,4,0,6,0,8,4,239000
1175,4,3,56,636,1,2,3,3,4,0,15,2,2,0,0,7,4,93,50,3,1,6,6,1,215,2,4,2,2,3,3,2,357,5,0,586,631,1,0,1,4,731,172,0,839,0,0,2,1,4,1,2,7,6,1,4,1,78,0,2,215,4,4,2,0,22,0,0,0,0,3,4,4,0,3,1,8,4,285000
1176,0,3,8,175,1,2,0,3,1,0,11,2,2,0,2,4,4,85,35,1,1,6,10,3,0,3,4,1,3,3,3,0,330,5,0,122,192,1,4,1,4,179,0,0,73,1,0,1,0,3,1,3,3,6,0,5,1,70,2,1,30,4,4,2,221,0,0,0,0,0,3,2,4,0,9,2,8,4,119500
1177,4,4,110,59,1,0,3,0,4,0,17,0,2,0,0,5,7,30,54,1,1,8,8,3,0,3,4,1,3,3,3,4,214,5,0,216,157,1,4,1,4,111,29,0,235,0,0,1,0,3,1,3,3,6,0,5,5,14,2,1,11,4,4,0,0,0,41,0,0,0,3,4,4,0,11,3,8,4,115000
1178,4,3,25,242,1,2,0,3,2,0,6,2,2,0,0,4,5,25,0,1,1,13,14,3,0,3,4,0,3,3,3,5,0,5,0,454,104,1,0,1,4,112,60,0,303,0,0,1,1,3,1,3,5,6,1,2,5,9,2,1,4,1,4,2,118,0,35,0,0,0,3,4,4,0,6,3,8,4,154900
1179,0,3,48,315,1,2,3,3,0,0,7,2,2,0,2,4,4,55,4,1,1,13,14,3,0,3,4,3,4,4,4,6,0,6,0,0,0,1,2,1,4,329,0,0,177,0,0,1,0,3,1,3,3,3,1,2,6,97,3,0,0,5,5,0,0,25,76,0,0,0,3,4,4,0,3,0,8,4,93000
1180,5,3,110,686,1,2,1,3,0,0,23,2,2,0,5,6,4,91,41,1,1,8,8,3,0,3,4,5,2,3,3,3,556,5,0,0,411,1,0,1,4,449,371,0,795,0,0,2,1,4,1,3,6,6,0,5,1,76,0,2,314,4,4,2,0,0,0,0,0,0,3,0,4,0,3,0,8,4,250000
1181,11,4,35,118,1,2,0,1,4,1,6,2,2,4,2,7,4,109,58,3,1,5,5,2,123,0,4,2,0,3,1,2,616,5,0,53,602,1,0,1,4,624,0,0,491,1,1,2,0,2,1,2,3,6,1,2,1,94,0,2,168,4,4,2,93,41,0,6,0,0,3,4,4,0,10,2,6,5,392500
1182,5,3,105,966,1,2,0,3,0,0,15,2,2,0,5,9,4,97,46,3,1,13,7,3,0,2,4,2,0,3,0,2,633,5,0,181,712,1,0,1,4,744,416,0,858,1,0,3,1,4,1,0,8,6,2,4,1,82,0,3,368,4,4,2,100,65,0,0,0,4,0,2,4,0,6,1,8,0,745000
1183,1,3,31,651,1,0,3,3,4,0,17,2,2,0,2,4,5,24,0,3,1,11,12,3,0,3,4,0,3,3,3,4,418,5,0,180,354,1,0,1,4,334,0,0,181,1,0,1,0,2,1,3,3,6,1,2,5,56,2,2,327,4,4,2,145,0,0,0,0,0,3,4,4,0,5,0,8,4,120000
1184,0,3,21,1055,0,2,3,3,4,1,23,2,2,0,2,4,3,64,13,3,1,8,8,1,148,3,4,1,3,3,1,4,542,5,0,261,589,1,2,1,4,588,0,0,444,1,0,1,1,3,1,3,3,6,2,4,0,49,1,3,426,4,4,2,0,182,0,0,59,0,3,4,4,0,4,1,8,4,186700
1185,4,3,31,507,1,2,3,3,4,0,7,2,2,0,0,4,6,28,0,1,1,0,0,3,0,3,2,0,3,3,3,1,166,5,0,245,132,1,2,1,4,197,10,0,233,1,0,1,0,4,1,3,5,6,0,5,1,51,2,1,96,4,4,2,0,0,97,0,0,0,3,4,4,0,2,0,8,4,104900
1186,14,3,78,622,1,2,0,0,0,1,17,0,0,1,5,2,4,9,20,1,1,6,6,3,0,3,4,1,1,3,2,1,199,5,0,344,259,1,4,1,4,251,137,0,523,1,0,2,0,3,2,3,5,6,0,5,4,8,2,2,115,1,1,2,0,61,0,0,0,0,3,4,4,0,7,3,8,0,95000
1187,0,3,60,824,1,2,3,3,0,0,15,2,2,0,2,7,4,95,45,1,1,7,7,3,0,2,4,2,2,3,3,2,612,5,0,86,613,1,0,1,4,612,0,0,474,1,0,2,0,2,1,2,3,6,1,1,1,80,1,3,344,4,4,2,0,96,77,0,0,0,3,0,4,0,6,0,8,4,262000
1188,5,3,39,400,1,2,0,3,4,0,5,2,2,0,5,6,4,103,52,1,1,12,13,1,52,2,4,2,2,3,3,5,0,5,0,515,163,1,0,1,4,118,217,0,497,0,0,2,1,3,1,2,5,6,0,5,1,88,1,2,175,4,4,2,78,56,0,0,0,0,3,4,4,0,6,3,8,4,195000
1189,5,3,31,227,1,2,3,3,4,0,8,2,2,0,5,6,4,100,49,1,1,12,13,3,0,3,4,2,3,3,3,5,0,5,0,590,272,1,2,1,4,258,190,0,582,0,0,2,1,3,1,2,5,6,1,4,1,85,0,2,135,4,4,2,74,48,0,0,0,0,3,4,4,0,5,4,8,4,189000
1190,14,3,110,1052,1,2,3,2,4,1,11,2,2,1,2,3,3,62,25,1,1,8,8,2,94,3,2,1,3,3,0,1,542,5,0,32,432,1,0,1,4,611,0,0,473,1,0,1,0,3,1,3,5,6,1,4,0,61,0,4,438,4,4,2,248,0,0,0,0,0,3,4,4,0,2,1,8,4,168000
1191,12,1,1,31,1,1,3,3,4,0,21,2,2,3,5,7,4,100,50,1,1,8,8,1,261,2,4,2,2,3,3,5,0,5,0,483,127,1,0,1,4,73,132,0,362,0,0,2,1,2,1,2,3,6,0,5,5,85,2,2,174,4,4,2,129,0,0,0,0,0,3,4,4,0,10,1,8,4,174000
1192,4,4,31,498,1,0,3,3,4,0,17,2,2,0,0,4,7,29,44,2,1,12,13,3,0,3,4,2,3,3,2,5,0,5,0,435,85,1,2,1,4,125,111,0,377,0,0,1,0,3,1,2,4,6,0,5,5,13,2,1,23,4,1,1,0,0,26,0,0,0,3,1,4,0,6,1,8,4,125000
1193,11,4,110,84,1,2,3,3,2,0,11,2,2,4,2,5,4,100,49,3,1,12,13,1,248,3,4,2,0,3,3,2,445,5,0,210,417,1,0,1,4,402,0,0,235,1,0,2,0,2,1,3,3,6,0,5,1,85,0,2,102,4,4,2,0,192,0,0,0,0,3,4,4,0,5,3,8,4,165000
1194,5,3,51,463,1,2,3,3,0,0,19,2,2,0,5,5,6,70,19,1,1,6,6,2,88,3,4,1,3,3,3,0,151,5,0,174,69,1,4,1,4,30,141,0,310,0,0,1,1,4,1,3,5,6,0,5,1,55,0,1,49,4,4,2,228,25,0,0,0,0,3,2,4,0,2,4,8,4,158000
1195,5,3,22,280,1,2,0,3,4,0,8,2,2,0,5,5,4,106,55,1,1,12,13,3,0,3,4,2,2,3,3,5,0,5,0,452,102,1,0,1,4,55,163,0,368,0,0,2,1,3,1,2,6,6,0,5,1,91,0,2,101,4,4,2,46,14,0,0,0,0,3,4,4,0,6,2,8,4,176000
1196,5,3,29,912,1,2,0,3,4,0,8,2,2,0,5,6,4,107,56,1,1,12,13,3,0,2,4,2,2,3,0,5,0,5,0,538,193,1,0,1,4,148,299,0,606,0,0,2,1,4,1,2,7,6,1,2,3,92,0,3,291,4,4,2,46,8,0,0,0,0,3,4,4,0,10,0,6,5,219210
1197,7,4,36,385,1,2,0,0,0,0,17,2,2,0,4,6,5,20,0,1,1,8,8,3,0,3,4,0,3,3,3,5,0,5,0,511,154,1,0,1,4,109,246,0,517,0,0,1,0,3,1,3,5,6,1,2,5,6,2,1,15,4,4,2,0,0,117,0,0,0,3,4,4,0,6,0,5,4,144000
1198,0,3,41,422,1,2,3,3,4,0,5,2,2,0,2,6,4,102,51,1,1,12,13,3,0,2,4,2,2,3,3,5,0,5,0,658,408,1,0,1,4,392,0,0,226,0,0,2,0,3,1,2,4,6,0,5,1,87,1,2,237,4,4,2,219,0,0,0,0,0,3,4,4,0,5,3,8,4,178000
1199,0,3,46,698,1,2,3,3,4,0,19,2,2,0,2,3,4,64,29,1,1,6,6,1,24,3,4,1,3,3,3,4,259,5,0,326,305,1,2,1,4,493,0,0,329,0,0,1,1,3,1,3,4,6,1,3,1,60,2,2,148,4,4,2,0,68,0,0,0,0,3,4,4,0,9,0,8,4,148000
1200,0,3,42,461,1,2,3,3,4,0,12,2,2,0,2,3,4,71,20,1,1,8,8,3,0,3,4,1,3,3,3,5,0,5,0,530,185,1,2,1,4,139,0,0,50,0,0,1,0,3,1,3,3,6,0,5,1,58,2,1,36,4,4,2,0,0,0,0,0,0,3,4,2,0,6,0,7,0,116050
1201,5,3,51,596,1,2,3,3,0,0,5,2,2,0,5,6,4,99,48,1,1,12,13,3,0,3,4,2,2,3,0,5,0,5,0,531,186,1,0,1,4,141,270,0,568,0,0,2,1,3,1,2,4,6,0,5,1,84,1,2,219,4,4,2,123,25,0,0,0,0,3,4,4,0,2,3,8,4,197900
1202,4,4,21,135,1,2,3,3,0,0,3,2,2,0,0,4,7,29,47,1,1,13,14,3,0,3,4,0,3,3,3,5,0,5,0,541,197,1,0,1,4,151,43,0,307,1,0,1,0,3,1,3,3,6,1,1,5,46,2,1,13,4,4,0,0,0,84,0,0,0,3,4,4,0,4,3,8,4,117000
1203,0,3,46,509,1,2,3,3,4,0,5,2,2,0,2,6,4,101,51,1,1,12,13,1,113,2,4,2,2,3,3,5,0,5,0,746,616,1,0,1,4,615,0,0,478,0,0,2,0,3,1,2,4,6,1,4,1,86,2,2,140,4,4,2,30,168,0,0,0,0,3,4,4,0,9,3,8,4,213000
1204,0,3,49,557,1,2,3,3,4,0,14,2,2,0,2,4,5,76,25,1,1,6,6,3,0,3,4,1,2,3,3,0,405,5,0,157,310,1,0,1,4,293,0,0,145,1,0,1,1,3,1,3,4,6,0,5,1,61,1,2,177,4,4,2,0,74,0,0,0,0,3,2,4,0,6,0,8,4,153500
1205,0,3,61,940,1,2,0,3,1,0,20,2,2,0,2,6,6,91,41,3,1,6,6,1,153,2,4,1,2,3,2,0,221,1,36,725,706,1,2,1,4,735,0,0,733,0,0,2,0,3,1,2,5,6,1,4,1,76,1,3,317,4,4,2,34,58,0,0,0,0,3,4,4,0,5,3,8,4,271900
1206,0,2,110,393,1,2,3,3,4,0,20,2,2,0,2,3,3,67,16,1,1,6,6,3,0,3,4,1,3,3,3,4,512,5,0,0,310,1,4,1,4,278,0,0,134,1,0,1,0,2,1,3,3,6,0,5,5,52,2,1,91,4,4,2,0,30,0,0,0,0,3,2,4,0,10,0,8,4,107000
1207,0,3,41,427,1,2,3,3,4,0,5,2,2,0,2,5,4,104,53,1,1,12,13,1,73,2,4,2,2,3,0,2,132,5,0,688,630,1,0,1,4,648,0,0,524,1,0,2,0,3,1,2,5,6,0,5,1,89,1,2,218,4,4,2,118,13,0,0,0,0,3,4,4,0,4,0,8,4,200000
1208,0,3,41,251,1,2,3,3,4,0,12,2,2,0,2,4,6,63,30,1,1,8,8,3,0,3,2,1,3,3,3,4,231,1,14,196,222,1,4,1,4,440,0,0,270,1,0,1,0,3,1,3,4,6,0,5,5,66,2,2,187,4,4,2,0,0,0,0,0,0,3,4,4,0,9,2,8,4,140000
1209,0,3,56,565,1,2,0,3,1,0,21,8,2,0,2,7,4,107,56,3,1,12,13,2,245,2,4,2,0,3,2,2,559,5,0,281,626,1,0,1,4,629,0,0,497,1,0,2,0,3,1,2,6,6,1,2,1,92,1,2,182,4,4,2,203,38,0,0,0,0,3,4,4,0,4,0,6,5,290000
1210,5,3,41,696,1,2,3,3,4,0,20,2,2,0,5,5,4,93,42,1,1,13,14,3,0,2,4,2,2,3,3,5,0,5,0,611,309,1,0,1,4,277,199,0,597,0,0,2,1,3,1,2,6,6,1,4,1,78,1,2,151,4,4,2,268,88,0,0,0,0,3,0,2,3,4,4,8,4,189000
1211,4,3,103,787,1,2,0,0,4,1,8,2,2,0,0,7,6,89,55,1,1,13,14,3,0,2,4,5,2,3,0,2,190,5,0,61,33,1,2,1,4,298,130,0,556,0,0,2,0,4,1,3,6,6,0,5,2,74,1,2,174,4,4,2,205,5,0,0,0,0,3,4,4,0,5,4,8,4,164000
1212,1,3,21,459,1,2,3,3,4,0,7,2,2,0,2,3,5,44,0,3,1,8,8,3,0,3,4,1,3,3,3,4,134,5,0,203,70,1,4,1,4,32,0,0,7,1,0,1,0,2,1,3,2,6,0,5,1,29,2,1,18,4,4,0,0,95,0,0,0,0,3,4,4,0,7,3,8,4,113000
1213,8,3,110,578,1,2,0,3,1,0,19,2,2,0,7,3,8,66,51,1,1,12,13,3,0,3,2,1,3,1,0,2,324,5,0,0,58,1,0,1,4,207,0,0,91,1,1,0,0,0,1,3,1,6,0,5,1,51,2,1,80,4,4,2,38,0,0,0,0,0,3,4,4,0,4,0,8,4,145000
1214,9,3,40,570,1,2,0,3,4,0,12,2,2,0,6,4,4,63,12,1,1,8,8,3,0,3,4,1,3,3,0,1,402,5,0,68,217,1,4,1,4,239,0,0,108,1,0,1,0,3,1,3,4,6,0,5,1,48,2,1,50,4,4,2,84,59,0,0,0,0,3,4,4,0,4,0,8,4,134500
1215,0,3,70,192,1,2,0,3,4,0,19,2,2,0,2,4,4,67,16,1,1,12,13,3,0,3,4,1,3,3,3,4,47,3,71,209,201,1,4,1,4,159,0,0,61,0,0,1,0,3,1,3,3,6,0,5,5,52,1,1,91,4,4,2,0,0,0,0,0,0,3,2,4,0,4,1,8,4,125000
1216,10,4,39,399,1,2,3,3,4,0,19,5,2,2,0,5,4,79,28,1,1,12,13,3,0,3,4,3,4,4,4,6,0,6,0,0,0,1,4,1,4,460,90,0,618,0,0,2,0,4,2,3,6,6,0,5,1,64,2,2,213,4,4,2,0,0,0,0,0,0,3,4,4,0,3,4,8,4,112000
1217,0,1,43,353,1,2,3,3,4,0,21,2,2,0,2,7,4,110,59,1,1,5,5,2,37,2,4,2,2,3,2,2,468,5,0,226,464,1,0,1,4,458,0,0,287,1,0,2,0,3,1,2,4,6,0,5,1,95,1,2,223,4,4,2,70,94,0,0,0,0,3,4,4,0,8,3,6,5,229456
1218,4,4,23,145,1,2,3,3,4,0,3,2,2,0,0,3,4,48,0,1,1,0,0,3,0,3,4,3,4,4,4,6,0,6,0,0,0,1,2,0,4,32,8,0,69,0,0,1,0,2,1,3,1,6,0,5,6,97,3,0,0,5,5,0,0,0,0,0,0,0,3,4,4,0,6,0,8,4,80500
1219,12,4,0,6,1,2,3,3,4,0,2,2,2,3,5,5,4,72,21,1,1,5,5,1,154,3,4,1,3,3,3,5,0,5,0,419,70,1,4,1,4,32,70,0,231,0,0,1,1,3,1,3,5,6,0,5,6,97,3,0,0,5,5,0,126,0,0,0,0,0,3,4,4,0,3,0,8,0,91500
